74.95,13
56.24,10
68.25,12
59.4,7
58.29,10
45.62,5
62.35,5
55.73,7
34.96,19
48.02,4
53.06,25
61.78,30
47.93,7
59.44,4
50.34,28
56.68,17
49.96,20
55.26,12
60.76,11
62.16,15
47.13,8
59.39,22
58.86,3
47.55,7
62.97,17
40.85,26
68.01,14
49.46,1
49.68,8
59.75,24
37.35,30
45.38,18
54.39,24
57.93,20
59.91,14
49.87,26
53.93,9
53.37,18
42.32,22
58.99,21
61.58,26
65.4,3
41.12,6
57.54,17
66.69,7
50.68,2
61.74,9
63.58,21
85.05,16
52.27,11
21.37,8
49.72,6
49.05,11
43.35,16
54.93,21
39.92,16
51.03,40
58.58,12
62.68,9
61.01,27
63.65,17
65.43,10
56.9,8
38.84,23
52.18,5
54.88,28
45.85,24
58.02,20
52.64,17
57.22,29
55.43,9
53.57,5
52.91,26
63.91,24
57.77,5
76.62,15
65.63,25
47.91,9
64.46,24
72.07,22
60.1,5
41.9,0
69.9,12
61.91,2
51.26,7
41.33,1
21.52,11
34.96,14
64.71,26
44.69,18
57.4,9
55.17,6
68.28,14
57.5,8
67.99,19
42.12,9
62.6,27
47.88,18
54.12,28
67.34,13
49.49,9
59.32,5
70.94,10
53.4,23
58.31,15
44.65,44
47.55,21
60.07,4
73.24,8
55.19,4
56.64,26
59.23,7
55.85,8
66.57,6
41.24,18
67.18,10
65.82,18
47.23,10
51.68,12
45.98,22
59.76,15
65.79,22
38.96,38
43.52,10
63.98,18
57.12,7
59.99,12
57.02,10
58.95,15
48.68,14
44.01,28
50.89,27
50.11,19
38.82,0
58.04,23
58.3,49
65.38,35
56.1,4
56.08,9
44.55,10
31.13,12
48.5,16
63.55,22
39.71,30
51.35,5
55.56,22
63.44,0
46.67,22
55.55,12
63.33,8
62.53,15
54.64,15
45.06,8
28.29,30
61.45,7
41.85,18
55.53,5
45.08,2
58.72,9
68.27,38
49.8,20
61.52,5
50.02,8
70.33,22
46.6,2
44.53,8
54.26,26
44.14,25
57.07,10
48.54,12
39.58,20
50.66,8
51.46,5
60.83,11
41.74,28
58.02,30
54,24
37.31,9
48.84,29
35.39,16
76.07,11
52.14,40
48.19,21
60.25,5
57.82,35
53.22,14
54.37,21
65.53,8
54.16,0
71.41,28
45.32,3
43.34,16
39.79,16
48.89,12
53.04,13
52.37,30
57.52,10
39.28,29
52.54,24
72.85,25
64.46,44
55.72,24
51.59,30
44.01,15
52.23,15
58.77,22
52.16,13
62.36,25
73,6
55.41,6
73.66,3
56.75,22
51.68,12
67.72,11
65.47,8
53.69,13
85.67,12
60.27,10
55.4,15
58.54,25
58.68,24
47.78,12
49.66,25
45.95,7
47.23,34
55.04,16
60.39,40
54.77,9
45.66,13
57.27,12
51.57,30
47.45,19
44.93,24
49.53,27
48.45,10
57.59,15
48.11,14
62.72,20
56.98,4
49.33,10
56.87,38
54.62,36
37.24,27
50.63,18
62.95,20
52.08,17
53.97,6
41.85,15
67.13,11
61.17,1
67.5,18
61.84,15
60.06,26
56.66,12
59.36,12
33.15,19
53.29,24
35.01,18
47.19,14
52.65,19
47.64,17
57.54,21
57.4,6
64.04,7
44.68,27
53,6
59.77,19
69.87,17
36.32,8
41.08,10
49.75,23
60.88,18
44.77,16
50.92,21
59.45,29
60.05,10
65.24,4
65.11,23
62.74,14
30.47,7
51.95,19
54.55,18
67.96,13
26.77,0
50.96,8
62.9,18
36.42,2
52.58,10
62.39,9
54.87,10
53.19,19
19.76,21
57.2,36
60.9,4
53.09,22
42.53,1
53.59,22
52.52,15
62.57,27
48.93,24
52.96,10
75.24,34
53.12,23
66.9,6
52.39,7
53.82,19
47.27,9
53.07,8
26.74,6
39.85,15
41.19,11
50.06,20
45.25,12
69.76,21
50.8,12
37.55,20
45.16,22
59.8,6
58.37,19
56.94,32
57.22,18
52.27,22
39.62,15
61.75,13
40.87,4
46.16,1
66.36,26
55.13,20
50.02,7
55.07,18
67.33,26
60.25,24
52.29,21
34.08,22
55.46,22
65.39,9
60.25,18
44.93,2
49.79,20
56.92,24
61.66,6
57.11,30
54.03,25
65.77,22
36.61,21
47.19,0
51.47,10
45.32,11
32.43,22
57.08,25
41.52,19
52.41,31
56.94,25
47.18,18
68.26,15
63.05,23
33.63,34
49.38,24
48.7,21
54.78,2
61.58,23
61.61,19
49.12,17
70.68,18
53.08,25
53.25,6
55.44,46
33.39,15
69.83,23
56.39,15
54.03,31
66.91,25
48.83,10
42.4,7
54.48,17
51.71,8
59.07,32
56.82,33
42.22,13
42.67,6
31.11,15
38.66,20
72.57,16
64.11,13
41.04,23
63.34,9
37.63,28
47.69,9
57.45,16
49.22,18
58.8,4
72.58,3
62.15,4
47.46,4
50.78,18
51.6,13
57.01,26
60.73,22
47.15,16
42.2,6
64.79,9
66.23,26
63.75,19
57.34,5
48.67,31
47.08,35
35.59,15
44.72,22
57.43,2
51.76,3
67.09,26
59.63,7
55.25,7
42.98,19
62.93,1
61.48,1
64.55,6
67.3,6
56.83,15
62.6,6
65.4,21
53.27,9
49.15,14
53.99,6
51.13,20
49.51,13
41.78,8
47.84,9
55.62,44
55.41,21
43.37,4
53.44,11
56.57,9
59.52,14
46.57,9
56.02,10
66.06,13
36.61,1
52.22,8
49.04,3
52.8,3
41.6,1
70.86,2
51.72,17
49.15,13
56.25,7
62.94,25
35.56,22
53.11,39
54.82,10
68.05,32
62.03,27
50.7,2
69.46,19
66.05,3
55.04,23
53.71,12
66.77,12
68.37,9
58.7,21
44.66,20
56,25
44.18,15
63.27,27
61.71,31
58.83,19
62.92,11
69.25,24
59.35,9
66.11,25
54.72,7
52.54,9
61.29,20
50.92,19
52.97,11
63.22,15
49.83,18
55.41,22
89.07,2
43.75,20
38.48,10
48.81,11
59.71,7
41.85,10
57.1,10
54.26,8
52.51,9
59.7,12
52.08,11
58.9,9
55.22,10
47,6
48.67,8
47.16,10
52.63,7
56.61,9
54.7,10
48.79,10
57.07,13
56.98,11
55.64,9
68.67,9
52.93,10
63.53,8
48.95,11
64.11,8
38.85,10
47.57,9
61.2,9
51.69,8
52.04,8
56.13,12
44.3,9
46.25,12
43.14,9
70.75,11
36.29,10
45.46,6
59.66,11
53.32,11
46.75,7
37.21,10
50.96,9
51.18,8
33.18,7
56.26,13
56.31,12
62.69,9
48.65,11
63.43,8
61.09,10
50.47,9
39.29,10
46.26,5
50.15,10
33.37,14
34.48,7
69.44,7
77.21,9
45.65,12
41.91,9
53.18,11
46.61,9
47.73,11
77.74,9
45.44,8
67.31,11
63.42,11
55.46,11
53.39,10
47.31,14
64.47,9
48.55,13
57.7,11
50.45,11
52.7,8
59.99,11
52.9,12
55.01,10
66.01,9
68.21,10
47.02,12
54.58,11
36.89,14
63.78,13
51.19,13
42.69,10
65.36,11
64.23,6
54.58,11
44.32,11
65.19,12
53.89,9
54.6,5
55.68,11
55.78,10
34.77,12
56.15,9
39.55,6
56.37,8
54.1,11
57.76,14
29.49,12
55.24,7
40.22,8
51.91,9
50.94,10
64.3,9
63.17,7
58.41,11
48.87,11
48.63,12
57.15,10
36.25,6
48.22,10
65.97,9
42.76,12
41.39,11
46.04,5
69.77,11
36.65,8
43.38,11
66.79,6
77.49,11
48.95,10
63.42,6
43.5,9
39.64,9
52.81,10
53.93,7
72.34,7
65.74,9
59.35,8
59.11,7
55.99,7
43.55,14
39.23,10
52.5,12
74.41,13
65.63,11
63.57,11
72.08,10
51.36,11
50.41,15
34.95,14
53.18,5
54.29,7
42.32,9
46.54,9
63.43,8
53.92,13
41.75,8
70.58,9
34.78,12
61.37,9
54.6,10
39.7,10
65.91,11
60.23,13
66.76,14
50.7,12
34.16,13
61.94,9
40.76,10
34.85,11
32.62,11
62.53,11
38.05,12
36.2,12
61.47,12
77.6,11
42.11,7
47.84,10
45.97,9
49.6,8
66.27,7
57.25,9
59.11,11
52.52,12
54.72,8
40.59,8
60.13,9
43.65,11
42.41,7
51.1,9
68.38,12
71.18,10
53.1,9
46.81,9
37.74,10
36.43,15
64.36,10
60.97,9
58.81,11
64.77,11
42.62,11
55.06,12
60.58,9
53.91,10
59.05,9
51.66,12
51.18,9
39.15,9
35.16,7
31.87,12
72.28,9
45.21,10
57.46,7
41.18,10
59.34,11
54.16,8
55.32,12
41.79,8
40.97,10
36.72,11
49.58,9
49.16,11
56.86,7
58.29,10
56.79,13
46.8,11
38.17,11
55.9,11
59.25,10
55.16,10
66.41,14
53.89,7
57.15,9
57.13,11
58.23,11
54.6,9
68.2,6
55.63,7
61.2,9
46.68,14
46.98,11
48.4,9
57.87,12
53.78,11
52.13,10
46.3,9
54.4,11
66.57,12
55.49,13
51.6,12
41.76,14
57.8,11
42.59,11
61.71,10
45.75,10
39.15,13
47.44,7
69.41,10
47.01,10
58.6,12
58.4,9
49.93,9
51.41,10
42.9,7
60.82,12
51.36,8
41.84,13
37.48,11
58.33,9
55.57,11
60.46,9
54.69,11
50.7,9
56.01,11
51.35,10
32.53,6
57.19,13
48.87,9
60.44,11
75.26,11
35.81,13
45.52,12
56.69,12
47.53,12
44.52,12
50.04,7
41.19,9
46.58,11
57.97,10
50.4,9
52.17,9
60.53,7
52.44,11
42.47,11
41.94,13
57.77,9
45.96,6
38.93,12
47.35,10
49.41,10
49.12,9
74.68,11
39.9,11
60.25,12
48.23,14
46.58,9
37.57,10
68.88,5
46.46,11
46.3,9
48.86,12
53.41,12
59.1,13
35.83,9
63.78,9
66.05,12
79.55,12
53.17,7
61.86,8
52.81,6
49.68,11
40.81,9
59.45,9
46.52,9
56.99,10
46.86,12
58.24,11
73,11
46.7,11
69.92,11
54.65,10
57.46,9
48.88,10
48.35,8
43.33,8
58.26,8
56.76,11
58.06,14
52.35,9
53.05,10
50.54,13
35.52,11
38.17,12
31.01,10
57.66,12
50.28,9
37.07,9
40.13,8
69.44,10
53.61,10
60.02,12
36.75,12
52.33,5
51.13,10
72.28,11
48.78,11
59.78,8
50.72,9
55.24,9
55.52,8
70.54,9
54.5,11
50.04,13
34.23,4
45.38,14
57.09,8
64.16,9
45.27,12
32.65,11
47.21,7
60.02,9
71.48,11
45.64,13
75.44,10
60.75,15
42.15,8
59.35,10
61.1,13
63.78,12
50.4,13
50.3,12
59.35,12
49.8,11
49.96,13
65.46,7
69.88,11
61.78,9
59.78,11
53.52,9
53.46,10
38.88,6
59.42,10
53.42,11
52.68,12
65.5,10
46.48,8
51.34,7
70.9,11
55.74,12
59.35,10
47.8,10
53.23,8
53.49,11
43.27,10
54.25,7
43.17,6
45.4,10
51.74,7
41.62,10
44.52,11
61.81,13
53.34,10
63.07,8
40.85,9
53.12,9
61.05,13
50.29,8
45.92,9
44.85,13
41.34,12
64.59,10
68.27,12
62.68,9
54.91,9
56.55,12
26.07,10
64.46,13
64.09,11
67.89,14
74.82,9
35.06,12
56.09,11
57.72,11
55.02,10
69.6,12
55.63,8
61.22,10
52.65,12
38.57,9
46.67,12
42.67,11
45.45,7
70.08,10
35.63,11
55.78,9
59.48,10
62.74,11
53.24,8
60.29,8
37.33,8
74.26,9
67.39,13
65.49,6
42.92,7
40.84,10
60.79,9
28.61,7
59.05,10
47.18,8
77.51,9
62.07,5
56.59,11
48.36,9
50.56,10
58.91,8
61.99,15
71.07,9
54.09,10
59.92,14
51.5,9
66.89,10
60.89,10
62.15,9
64.11,9
47.65,11
57.05,12
46.67,12
49.78,12
55.8,6
61.06,10
75.76,8
58.9,11
37.03,11
55.24,11
55.82,10
49.95,8
55.3,9
67.33,9
62.73,10
57.42,9
64.08,9
59.71,6
61.76,10
54.57,9
43.15,7
48.32,7
57.91,5
40.47,10
78.54,11
50.28,9
54.45,11
50.56,11
55.72,11
67.67,9
71.95,13
46.93,8
55.44,9
47.75,10
57.37,9
58.7,11
62.8,10
67.86,9
32.07,8
60.84,11
58,6
74.58,8
50.26,10
68.48,10
52.55,10
55.08,13
79.25,8
48.39,8
50.3,11
50.37,7
54.07,12
55.1,11
57.66,13
61.49,8
49.48,11
48.35,9
46.31,13
67.3,12
57.46,9
59.59,12
35.06,8
45.91,10
53.81,8
43.89,11
47.51,12
45.55,8
60.74,11
74.54,10
58.67,12
76.51,14
49.29,10
65.5,12
43.52,11
64.61,12
57.47,6
59.56,10
67.07,9
66.86,9
62.69,9
47.92,10
45.8,13
43.49,10
74.48,10
58.53,12
57.78,10
60.45,8
46.49,10
25.98,8
46.78,11
47.21,11
62.19,7
44.11,9
58.55,10
55.54,9
56.79,13
54.79,8
67.55,14
44.66,9
51.78,11
67.38,8
60.3,13
43.08,10
50.41,9
54.24,9
57.73,11
50.92,11
51.76,6
55.72,8
69.32,11
62.09,10
55.16,10
55.45,12
58.28,12
57.12,7
50.11,10
42.93,12
59.84,10
52.34,8
44.46,11
54.26,10
49.35,12
63.06,11
54.18,14
40.53,12
50.57,11
47.24,13
51.87,9
51.92,13
63.15,8
46.61,9
61.48,13
50.12,10
44.3,6
47.95,11
64.41,14
56.21,12
60.09,5
48.91,9
52.17,9
52.21,9
49.54,13
58.6,11
41.8,13
55.96,10
51.92,7
54.14,8
53.78,13
52.18,6
70.17,9
44.17,10
19.23,12
66.25,11
43.28,9
51.59,8
31.21,12
49.68,8
45.72,11
66.25,11
50.07,12
51.29,5
55.39,11
74.75,11
59.14,11
40.08,13
56.11,12
40.6,9
58.1,8
58.27,10
64.47,10
34.03,12
62.2,9
63.26,7
34.55,8
47.77,14
41.23,9
68.02,10
53.76,11
58.23,9
60.24,10
62.87,7
60.2,9
37.39,11
58.13,8
51.33,10
56.15,8
59.18,8
45.09,7
64.03,12
46.42,10
45.54,7
52.69,11
61.58,10
45.55,11
58.83,9
42.21,14
41.44,11
40.62,12
41.21,9
63.99,13
49.22,9
55.3,11
53.17,9
60.76,11
44.87,13
59.35,10
60.62,12
60.73,8
63.88,10
49.39,12
72.15,9
62.48,10
55.68,13
61.99,10
54.1,10
27.61,9
40.62,9
52.57,11
73.92,9
64.77,12
53.25,6
51.07,8
58.46,10
65.72,11
60.12,12
35.8,13
46.46,8
77.37,10
57.98,10
46.42,8
50.33,12
49.45,11
56.99,10
45.54,10
52.47,11
51.6,11
52.99,13
60.47,9
46.63,9
48.45,7
54.9,10
45.49,10
51.66,6
62.62,9
56.31,8
57.3,13
51.8,9
42.77,14
61.3,11
48.15,12
63.39,11
61.49,11
31.57,7
52.33,6
57.8,10
43.01,13
42.03,10
47.39,14
56.79,10
58.97,10
54.95,13
53.74,12
53.09,12
71.97,10
48.68,7
47.07,12
45.71,7
60.57,9
40.38,8
37.99,13
60.91,10
64.94,8
44.92,10
47.07,11
46.87,9
59.41,10
50.15,10
59.14,12
59.67,7
64.22,13
59,9
67.82,10
50.89,8
52.76,10
45.62,10
43.65,9
55.74,10
51.31,11
60.76,6
61.16,10
33.36,12
47.8,11
65.09,6
42.75,11
52.57,5
46.7,7
57.22,7
67.39,9
39.22,8
42.55,11
56.35,9
69.28,9
51.56,8
61.35,11
66.25,8
55.91,8
39.25,8
45.2,9
53.02,9
37.61,9
44.84,11
61.28,14
43.93,9
43.5,11
60.16,11
54.91,12
58.05,9
79.23,15
40.73,13
61.34,7
41.62,8
40.2,10
48.68,6
53.06,5
56.71,11
60.34,10
70.16,11
45.13,8
62.85,7
40.51,11
58.74,13
54.95,10
49.23,11
54.46,10
77.68,12
43.76,10
53.26,12
64.29,12
39.83,11
47.41,8
81.53,6
46.12,8
50.17,9
46.23,10
52.67,9
45.3,12
61.78,10
53.6,6
75.13,12
52,10
50.95,12
45.71,10
55.82,7
58.68,10
61.82,6
76.7,11
62.24,13
59.79,11
37.48,12
43.02,12
37.17,7
52.46,7
68.4,10
42.18,13
